model,target,fold_id,n_samples,mae,rmse,r2,directional_accuracy,hit_rate,pearson,spearman
rf,y_TLT,12,34,0.006539039054340557,0.00790308967119957,0.018056611238398634,0.5588235294117647,0.5588235294117647,0.17568860063352956,0.16638655462184873
rf,y_TLT,13,35,0.005494904346940818,0.007262909957185714,0.052602048827443126,0.6571428571428571,0.6571428571428571,0.25263338950024816,0.2815126050420168
rf,y_TLT,14,34,0.006223675719155982,0.007777919934098963,-0.0460104374877397,0.5,0.5,0.09156446011325814,0.09824293353705117
rf,y_TLT,15,34,0.005704933327103874,0.0069380263697188995,-0.011046064797206823,0.5,0.5,0.1310466728955468,0.12391138273491215
rf,y_TLT,16,33,0.0058432188836289155,0.007067442380727439,0.006990972338739576,0.6060606060606061,0.6060606060606061,0.20411498277602277,0.21824866310160426
rf,y_TLT,17,33,0.005406388269966147,0.0064071347845228175,-0.03244378850493734,0.42424242424242425,0.42424242424242425,0.155300727596134,0.10795454545454546
rf,y_TLT,18,34,0.004730540221261133,0.005667997068618664,0.0908096141986654,0.47058823529411764,0.47058823529411764,0.3215472377803136,0.18319327731092436
rf,y_TLT,19,35,0.004556582151793849,0.005361829966385573,-0.009954047688395029,0.5142857142857142,0.5142857142857142,0.21446295282761163,0.17226890756302524
rf,y_TLT,20,34,0.004309500552082523,0.005126371070082347,-0.0613570019556271,0.5882352941176471,0.5882352941176471,0.19361364930227717,0.2641711229946524
rf,y_TLT,21,29,0.004394310186548134,0.005452490719215675,-0.18394493790419952,0.5172413793103449,0.5172413793103449,0.00799951440949923,0.11083743842364528
rf,y_TLT,22,27,0.00426502686197663,0.00514551739969009,-0.25433791808474737,0.5555555555555556,0.5555555555555556,-0.008800888771296837,0.05738705738705738
rf,y_TLT,23,29,0.004787751163298467,0.0061145951732268595,-0.20180075302219636,0.5172413793103449,0.5172413793103449,-0.04384346372859108,0.03645320197044334
rf,y_TLT,24,33,0.004485355835409804,0.005674429912446844,-0.22000202580867856,0.5151515151515151,0.5151515151515151,-0.13519025154819445,-0.07987967914438504
rf,y_GLD,0,35,0.0071436374017258535,0.008934217610784235,-0.09070482463919327,0.4857142857142857,0.4857142857142857,0.05772312338019245,0.08711484593837535
rf,y_GLD,1,35,0.006895418166206295,0.008081283132702136,-0.09955723274122197,0.6285714285714286,0.6285714285714286,0.17244515197631147,0.23109243697478996
rf,y_GLD,2,37,0.00802546833218164,0.009832494925669667,-0.007997328972449758,0.4864864864864865,0.4864864864864865,0.09404769768801247,0.10170697012802274
